id,clause_number,heading,body,notes,exceptions,level,parent_number,page,codebook
NCC_VOL_3:D1D2,D1D2,Undue noise,"Section E	Facilities and ancillary additions VIC Part E2	Heating, ventilation and air conditioning systems Objectives Functional Statements Performance Requirements",,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1D3,D1D3,Sound insulation,Introduction to this Part This Part sets out the requirements to prevent excessive noise being generated from a plumbing and drainage system that could cause illness or loss of amenity to occupants in a building. Part D1	Excessive noise Objectives Section E	Facilities and ancillary additions,,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1O1#2,D1O1#2,Objective,"[2019: DO1] The Objective of this Part is to— (a) safeguard people from illness, injury or loss (including loss of amenity) due to excessive noise of a plumbing and drainage system; and (b) ensure that a plumbing and drainage system installation throughout its serviceable life will continue to satisfy the requirements of Objective(a).",,,2,D1,,NCC_VOL_3
NCC_VOL_3:VIC D1F1,VIC D1F1,Excessive noise,"[2019: DF1] VIC D1F1(1) A plumbing and drainage system must operate in a way that avoids the likelihood of excessive noise of any part of the plumbing and drainage system, and minimises any adverse impact on building occupants.",,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1P1#2,D1P1#2,Undue noise,[2019: DP1. 1] A plumbing and drainage system must not create undue noise.,,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1P2#2,D1P2#2,Excessive noise,[2019: DP1. 2] (1) A plumbing and drainage system must reduce the transmission of airborne and/or impact generated sound which may cause illness or loss of amenity to occupants. (2) The required sound insulation of a floor or wall must not be compromised by the incorporation or penetration of a plumbing or drainage system.,,,2,D1,,NCC_VOL_3
NCC_VOL_3:NT D1D1,NT D1D1,Deemed-to-Satisfy Provisions,"[2019: D1. 1] NT D1D1(1) (1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirement— (a) D1P1 is satisfied by complying with D1D2; and (b) D1P2 is satisfied by complying with D1D3. (2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determined in accordance with A2G2(3) and A2G4(3) as applicable.",,,2,D1,,NCC_VOL_3
NCC_VOL_3:VIC D1D2,VIC D1D2,Undue noise,"[2019: D1. 2] VIC D1D2(1) To prevent undue noise, plumbing and drainage systems must comply with— (a) B1D3 for cold water services. (b) B2D9for heated water services. (c) B3D3 for non-drinking water services. (d) B4D2 for fire-fighting water services. (e) B6D2 for rainwater services. (f) C1D3for sanitary plumbing systems. (g) C2D4for sanitary drainage systems. NT D1D3",,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1D3#2,D1D3#2,Sound insulation,"[2019: D1. 3] (1) If a plumbing or drainagesystem serves or passes through more than one sole-occupancy unit in a Class 2, Class 3 or Class 9c building, it must be separated from the rooms of any other sole-occupancy unit by construction with an Rw + Ctr (airborne) not less than— (a) 40 if the adjacent room is a habitable room (other than a kitchen); or (b) 25 if the adjacent room is a kitchen or a non-habitable room. (2) In Class 2, Class 3 or Class 9c buildings, a flexible coupling must be used to connect a pump to a plumbing or drainage system. (3) If a plumbing or drainage system is located in(or passes through) a separating wall in a Class 1 building, it must— (a) only be installed in discontinuous construction; and (b) not be fixed to the wall of a dwelling that it does not serve; and (c) have a gap not less than 10 mm between the pipe and a wall of a dwelling that it does not serve; and (d) not be chased in if the separating wall is made of concrete or masonry. Part E1 Facilities Objectives",,,2,D1,,NCC_VOL_3
NCC_VOL_3:E1O1,E1O1,Objective,Functional Statements Functional Statements,,,2,E1,,NCC_VOL_3
NCC_VOL_3:E1F1,E1F1,Facilities,Performance Requirements Performance Requirements,,,2,E1,,NCC_VOL_3
NCC_VOL_3:E1P1,E1P1,Facilities for people with disability,Deemed-to-Satisfy Provisions Deemed-to-Satisfy Provisions,,,2,E1,,NCC_VOL_3
NCC_VOL_3:E1D1,E1D1,Deemed-to-Satisfy Provisions,Deemed-to-Satisfy Provisions,,,2,E1,,NCC_VOL_3
